cultivar,exp,dai,isolate,species,genotype,spike,spikelets,above,central,below,total,sev
BRS Guamirim,1,11,10tr008,F. graminearum,15-ADON,4,15,0,1,0,1,6.667
BRS Guamirim,1,11,10tr008,F. graminearum,15-ADON,5,16,1,1,0,2,12.5
BRS Guamirim,1,17,10tr008,F. graminearum,15-ADON,1,16,0,1,0,1,6.25
BRS Guamirim,1,17,10tr008,F. graminearum,15-ADON,2,13,0,1,0,1,7.692
BRS Guamirim,1,17,10tr008,F. graminearum,15-ADON,3,14,0,1,0,1,7.143
BRS Guamirim,1,17,10tr008,F. graminearum,15-ADON,4,15,0,1,0,1,6.667
BRS Guamirim,1,17,10tr008,F. graminearum,15-ADON,5,16,1,1,0,2,12.5
BRS Guamirim,1,24,10tr008,F. graminearum,15-ADON,1,16,0,1,0,1,6.25
BRS Guamirim,1,24,10tr008,F. graminearum,15-ADON,2,13,0,1,0,1,7.692
BRS Guamirim,1,24,10tr008,F. graminearum,15-ADON,3,14,0,1,1,2,14.286
BRS Guamirim,1,24,10tr008,F. graminearum,15-ADON,4,15,0,1,0,1,6.667
BRS Guamirim,1,24,10tr008,F. graminearum,15-ADON,5,16,3,1,1,5,31.25
BRS Guamirim,2,4,10tr008,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS Guamirim,2,4,10tr008,F. graminearum,15-ADON,2,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr008,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS Guamirim,2,4,10tr008,F. graminearum,15-ADON,4,18,2,1,0,3,16.67
BRS Guamirim,2,4,10tr008,F. graminearum,15-ADON,5,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr008,F. graminearum,15-ADON,6,19,0,1,1,2,10.53
BRS Guamirim,2,7,10tr008,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS Guamirim,2,7,10tr008,F. graminearum,15-ADON,2,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr008,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS Guamirim,2,7,10tr008,F. graminearum,15-ADON,4,18,2,1,0,3,16.67
BRS Guamirim,2,7,10tr008,F. graminearum,15-ADON,5,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr008,F. graminearum,15-ADON,6,19,1,1,2,4,21.05
BRS Guamirim,2,11,10tr008,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS Guamirim,2,11,10tr008,F. graminearum,15-ADON,2,17,0,1,0,1,5.88
BRS Guamirim,2,11,10tr008,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS Guamirim,2,11,10tr008,F. graminearum,15-ADON,4,18,2,1,0,3,16.67
BRS Guamirim,2,11,10tr008,F. graminearum,15-ADON,5,17,0,1,0,1,5.88
BRS Guamirim,2,11,10tr008,F. graminearum,15-ADON,6,19,1,1,2,4,21.05
BRS Guamirim,2,17,10tr008,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS Guamirim,2,17,10tr008,F. graminearum,15-ADON,2,17,0,1,0,1,5.88
BRS Guamirim,2,17,10tr008,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS Guamirim,2,17,10tr008,F. graminearum,15-ADON,4,18,2,1,0,3,16.67
BRS Guamirim,2,17,10tr008,F. graminearum,15-ADON,5,17,0,1,0,1,5.88
BRS Guamirim,2,17,10tr008,F. graminearum,15-ADON,6,19,1,1,2,4,21.05
BRS Guamirim,2,24,10tr008,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS Guamirim,2,24,10tr008,F. graminearum,15-ADON,2,17,0,1,1,2,11.76
BRS Guamirim,2,24,10tr008,F. graminearum,15-ADON,3,18,1,1,1,3,16.67
BRS Guamirim,2,24,10tr008,F. graminearum,15-ADON,4,18,5,1,0,6,33.33
BRS Guamirim,2,24,10tr008,F. graminearum,15-ADON,5,17,2,1,1,4,23.53
BRS Guamirim,2,24,10tr008,F. graminearum,15-ADON,6,19,1,1,2,4,21.05
BRS 194,1,4,10tr042,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS 194,1,4,10tr042,F. graminearum,15-ADON,2,21,1,1,0,2,9.52
BRS 194,1,4,10tr042,F. graminearum,15-ADON,3,19,0,1,0,1,5.26
BRS 194,1,4,10tr042,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,1,4,10tr042,F. graminearum,15-ADON,5,18,0,1,0,1,5.56
BRS 194,1,7,10tr042,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS 194,1,7,10tr042,F. graminearum,15-ADON,2,21,1,1,0,2,9.52
BRS 194,1,7,10tr042,F. graminearum,15-ADON,3,19,0,1,0,1,5.26
BRS 194,1,7,10tr042,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,1,7,10tr042,F. graminearum,15-ADON,5,15,0,1,0,1,6.67
BRS 194,1,11,10tr042,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS 194,1,11,10tr042,F. graminearum,15-ADON,2,21,1,1,0,2,9.52
BRS 194,1,11,10tr042,F. graminearum,15-ADON,3,19,0,1,0,1,5.26
BRS 194,1,11,10tr042,F. graminearum,15-ADON,4,18,2,1,1,4,22.22
BRS 194,1,11,10tr042,F. graminearum,15-ADON,5,15,0,1,0,1,6.67
BRS 194,1,15,10tr042,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS 194,1,15,10tr042,F. graminearum,15-ADON,2,21,1,1,0,2,9.52
BRS 194,1,15,10tr042,F. graminearum,15-ADON,3,19,0,1,0,1,5.26
BRS 194,1,15,10tr042,F. graminearum,15-ADON,4,18,2,1,1,4,22.22
BRS 194,1,15,10tr042,F. graminearum,15-ADON,5,15,1,1,0,2,13.33
BRS 194,1,19,10tr042,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS 194,1,19,10tr042,F. graminearum,15-ADON,2,21,2,1,0,3,14.29
BRS 194,1,19,10tr042,F. graminearum,15-ADON,3,19,0,1,0,1,5.26
BRS 194,1,19,10tr042,F. graminearum,15-ADON,4,18,2,1,1,4,22.22
BRS 194,1,19,10tr042,F. graminearum,15-ADON,5,15,1,1,0,2,13.33
BRS 194,2,4,10tr042,F. graminearum,15-ADON,1,20,0,1,0,1,5
BRS 194,2,4,10tr042,F. graminearum,15-ADON,2,17,1,1,1,3,17.65
BRS 194,2,4,10tr042,F. graminearum,15-ADON,3,17,0,1,0,1,5.88
BRS 194,2,4,10tr042,F. graminearum,15-ADON,4,19,0,1,0,1,5.26
BRS 194,2,7,10tr042,F. graminearum,15-ADON,1,20,0,1,0,1,5
BRS 194,2,7,10tr042,F. graminearum,15-ADON,2,17,1,1,1,3,17.65
BRS 194,2,7,10tr042,F. graminearum,15-ADON,3,17,0,1,0,1,5.88
BRS 194,2,7,10tr042,F. graminearum,15-ADON,4,19,0,1,0,1,5.26
BRS 194,2,11,10tr042,F. graminearum,15-ADON,1,20,0,1,1,2,10
BRS 194,2,11,10tr042,F. graminearum,15-ADON,2,17,1,1,1,3,17.65
BRS 194,2,11,10tr042,F. graminearum,15-ADON,3,17,0,1,0,1,5.88
BRS 194,2,11,10tr042,F. graminearum,15-ADON,4,19,0,1,0,1,5.26
BRS 194,2,20,10tr042,F. graminearum,15-ADON,1,20,0,1,1,2,10
BRS 194,2,20,10tr042,F. graminearum,15-ADON,2,17,1,1,1,3,17.65
BRS 194,2,20,10tr042,F. graminearum,15-ADON,3,17,0,1,0,1,5.88
BRS 194,2,20,10tr042,F. graminearum,15-ADON,4,19,0,1,0,1,5.26
BRS Guamirim,1,4,10tr042,F. graminearum,15-ADON,1,15,0,1,0,1,6.667
BRS Guamirim,1,4,10tr042,F. graminearum,15-ADON,2,17,2,1,0,3,17.647
BRS Guamirim,1,4,10tr042,F. graminearum,15-ADON,3,15,0,1,0,1,6.667
BRS Guamirim,1,4,10tr042,F. graminearum,15-ADON,4,14,0,1,0,1,7.143
BRS Guamirim,1,4,10tr042,F. graminearum,15-ADON,5,16,0,1,0,1,6.25
BRS Guamirim,1,4,10tr042,F. graminearum,15-ADON,6,19,0,1,0,1,5.263
BRS Guamirim,1,7,10tr042,F. graminearum,15-ADON,1,15,1,1,1,3,20
BRS Guamirim,1,7,10tr042,F. graminearum,15-ADON,2,17,1,1,1,3,17.647
BRS Guamirim,1,7,10tr042,F. graminearum,15-ADON,3,15,0,1,0,1,6.667
BRS Guamirim,1,7,10tr042,F. graminearum,15-ADON,4,14,0,1,0,1,7.143
BRS Guamirim,1,7,10tr042,F. graminearum,15-ADON,5,16,0,1,0,1,6.25
BRS Guamirim,1,7,10tr042,F. graminearum,15-ADON,6,19,1,1,0,2,10.526
BRS Guamirim,1,11,10tr042,F. graminearum,15-ADON,1,15,1,1,1,3,20
BRS Guamirim,1,11,10tr042,F. graminearum,15-ADON,2,17,1,1,1,3,17.647
BRS Guamirim,1,11,10tr042,F. graminearum,15-ADON,3,15,0,1,0,1,6.667
BRS Guamirim,1,11,10tr042,F. graminearum,15-ADON,4,14,0,1,0,1,7.143
BRS Guamirim,1,11,10tr042,F. graminearum,15-ADON,5,16,0,1,0,1,6.25
BRS Guamirim,1,11,10tr042,F. graminearum,15-ADON,6,19,1,1,0,2,10.526
BRS Guamirim,1,17,10tr042,F. graminearum,15-ADON,1,15,1,1,1,3,20
BRS Guamirim,1,17,10tr042,F. graminearum,15-ADON,2,17,2,1,2,5,29.412
BRS Guamirim,1,17,10tr042,F. graminearum,15-ADON,3,15,0,1,1,2,13.333
BRS Guamirim,1,17,10tr042,F. graminearum,15-ADON,4,14,0,1,0,1,7.143
BRS Guamirim,1,17,10tr042,F. graminearum,15-ADON,5,16,0,1,0,1,6.25
BRS Guamirim,1,17,10tr042,F. graminearum,15-ADON,6,19,1,1,1,3,15.789
BRS Guamirim,1,24,10tr042,F. graminearum,15-ADON,1,15,1,1,2,4,26.667
BRS Guamirim,1,24,10tr042,F. graminearum,15-ADON,2,17,2,1,4,7,41.176
BRS Guamirim,1,24,10tr042,F. graminearum,15-ADON,3,15,1,1,2,4,26.667
BRS Guamirim,1,24,10tr042,F. graminearum,15-ADON,4,14,0,1,0,1,7.143
BRS Guamirim,1,24,10tr042,F. graminearum,15-ADON,5,16,1,1,1,3,18.75
BRS Guamirim,1,24,10tr042,F. graminearum,15-ADON,6,19,1,1,3,5,26.316
BRS Guamirim,2,4,10tr042,F. graminearum,15-ADON,1,16,0,1,0,1,6.25
BRS Guamirim,2,4,10tr042,F. graminearum,15-ADON,2,18,0,1,0,1,5.56
BRS Guamirim,2,4,10tr042,F. graminearum,15-ADON,3,18,1,1,0,2,11.11
BRS Guamirim,2,4,10tr042,F. graminearum,15-ADON,4,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr042,F. graminearum,15-ADON,5,19,0,1,0,1,5.26
BRS Guamirim,2,4,10tr042,F. graminearum,15-ADON,6,19,1,1,0,2,10.53
BRS Guamirim,2,7,10tr042,F. graminearum,15-ADON,1,16,0,1,1,2,12.5
BRS Guamirim,2,7,10tr042,F. graminearum,15-ADON,2,18,0,1,0,1,5.56
BRS Guamirim,2,7,10tr042,F. graminearum,15-ADON,3,18,1,1,0,2,11.11
BRS Guamirim,2,7,10tr042,F. graminearum,15-ADON,4,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr042,F. graminearum,15-ADON,5,19,0,1,0,1,5.26
BRS Guamirim,2,7,10tr042,F. graminearum,15-ADON,6,19,1,1,0,2,10.53
BRS Guamirim,2,11,10tr042,F. graminearum,15-ADON,1,16,0,1,1,2,12.5
BRS Guamirim,2,11,10tr042,F. graminearum,15-ADON,2,18,0,1,0,1,5.56
BRS Guamirim,2,11,10tr042,F. graminearum,15-ADON,3,18,1,1,0,2,11.11
BRS Guamirim,2,11,10tr042,F. graminearum,15-ADON,4,17,0,1,1,2,11.76
BRS Guamirim,2,11,10tr042,F. graminearum,15-ADON,5,19,0,1,0,1,5.26
BRS Guamirim,2,11,10tr042,F. graminearum,15-ADON,6,19,1,1,0,2,10.53
BRS Guamirim,2,17,10tr042,F. graminearum,15-ADON,1,16,1,1,1,3,18.75
BRS Guamirim,2,17,10tr042,F. graminearum,15-ADON,2,18,0,1,0,1,5.56
BRS Guamirim,2,17,10tr042,F. graminearum,15-ADON,3,18,1,1,0,2,11.11
BRS Guamirim,2,17,10tr042,F. graminearum,15-ADON,4,17,5,1,1,7,41.18
BRS Guamirim,2,17,10tr042,F. graminearum,15-ADON,5,19,0,1,0,1,5.26
BRS Guamirim,2,17,10tr042,F. graminearum,15-ADON,6,19,1,1,0,2,10.53
BRS Guamirim,2,24,10tr042,F. graminearum,15-ADON,1,16,3,1,1,5,31.25
BRS Guamirim,2,24,10tr042,F. graminearum,15-ADON,2,18,0,1,1,2,11.11
BRS Guamirim,2,24,10tr042,F. graminearum,15-ADON,3,18,3,1,1,5,27.78
BRS Guamirim,2,24,10tr042,F. graminearum,15-ADON,4,17,5,1,1,7,41.18
BRS Guamirim,2,24,10tr042,F. graminearum,15-ADON,5,19,3,1,1,5,26.32
BRS Guamirim,2,24,10tr042,F. graminearum,15-ADON,6,19,2,1,2,5,26.32
BRS 194,1,4,10tr084,F. graminearum,15-ADON,1,20,0,1,0,1,5
BRS 194,1,4,10tr084,F. graminearum,15-ADON,2,21,0,1,0,1,4.76
BRS 194,1,4,10tr084,F. graminearum,15-ADON,3,21,0,1,0,1,4.76
BRS 194,1,4,10tr084,F. graminearum,15-ADON,4,20,0,1,0,1,5
BRS 194,1,7,10tr084,F. graminearum,15-ADON,1,20,0,1,0,1,5
BRS 194,1,7,10tr084,F. graminearum,15-ADON,2,21,0,1,0,1,4.76
BRS 194,1,7,10tr084,F. graminearum,15-ADON,3,21,0,1,0,1,4.76
BRS 194,1,7,10tr084,F. graminearum,15-ADON,4,20,0,1,0,1,5
BRS 194,1,11,10tr084,F. graminearum,15-ADON,1,20,0,1,0,1,5
BRS 194,1,11,10tr084,F. graminearum,15-ADON,2,21,0,1,0,1,4.76
BRS 194,1,11,10tr084,F. graminearum,15-ADON,3,21,0,1,0,1,4.76
BRS 194,1,11,10tr084,F. graminearum,15-ADON,4,20,0,1,0,1,5
BRS 194,1,15,10tr084,F. graminearum,15-ADON,1,20,0,1,0,1,5
BRS 194,1,15,10tr084,F. graminearum,15-ADON,2,21,0,1,0,1,4.76
BRS 194,1,15,10tr084,F. graminearum,15-ADON,3,21,0,1,1,2,9.52
BRS 194,1,15,10tr084,F. graminearum,15-ADON,4,20,0,1,1,2,10
BRS 194,1,19,10tr084,F. graminearum,15-ADON,1,20,0,1,0,1,5
BRS 194,1,19,10tr084,F. graminearum,15-ADON,2,21,1,1,0,2,9.52
BRS 194,1,19,10tr084,F. graminearum,15-ADON,3,21,0,1,1,2,9.52
BRS 194,1,19,10tr084,F. graminearum,15-ADON,4,20,0,1,1,2,10
BRS 194,2,4,10tr084,F. graminearum,15-ADON,1,21,2,1,0,3,14.29
BRS 194,2,4,10tr084,F. graminearum,15-ADON,2,16,1,1,0,2,12.5
BRS 194,2,4,10tr084,F. graminearum,15-ADON,3,16,1,1,0,2,12.5
BRS 194,2,4,10tr084,F. graminearum,15-ADON,4,17,0,1,0,1,5.88
BRS 194,2,7,10tr084,F. graminearum,15-ADON,1,21,3,1,1,5,23.81
BRS 194,2,7,10tr084,F. graminearum,15-ADON,2,16,1,1,0,2,12.5
BRS 194,2,7,10tr084,F. graminearum,15-ADON,3,16,2,1,0,3,18.75
BRS 194,2,7,10tr084,F. graminearum,15-ADON,4,17,0,1,1,2,11.76
BRS 194,2,11,10tr084,F. graminearum,15-ADON,1,21,3,1,1,5,23.81
BRS 194,2,11,10tr084,F. graminearum,15-ADON,2,16,1,1,0,2,12.5
BRS 194,2,11,10tr084,F. graminearum,15-ADON,3,16,2,1,0,3,18.75
BRS 194,2,11,10tr084,F. graminearum,15-ADON,4,17,0,1,1,2,11.76
BRS 194,2,20,10tr084,F. graminearum,15-ADON,1,21,3,1,1,5,23.81
BRS 194,2,20,10tr084,F. graminearum,15-ADON,2,16,1,1,0,2,12.5
BRS 194,2,20,10tr084,F. graminearum,15-ADON,3,16,2,1,0,3,18.75
BRS 194,2,20,10tr084,F. graminearum,15-ADON,4,17,0,1,1,2,11.76
BRS Guamirim,1,4,10tr084,F. graminearum,15-ADON,1,17,1,1,0,2,11.765
BRS Guamirim,1,4,10tr084,F. graminearum,15-ADON,2,20,0,1,0,1,5
BRS Guamirim,1,4,10tr084,F. graminearum,15-ADON,3,18,1,1,0,2,11.111
BRS Guamirim,1,4,10tr084,F. graminearum,15-ADON,4,19,0,1,0,1,5.263
BRS Guamirim,1,4,10tr084,F. graminearum,15-ADON,5,19,0,1,0,1,5.263
BRS Guamirim,1,7,10tr084,F. graminearum,15-ADON,1,17,1,1,1,3,17.647
BRS Guamirim,1,7,10tr084,F. graminearum,15-ADON,2,20,0,1,0,1,5
BRS Guamirim,1,7,10tr084,F. graminearum,15-ADON,3,18,2,1,1,4,22.222
BRS Guamirim,1,7,10tr084,F. graminearum,15-ADON,4,19,0,1,0,1,5.263
BRS Guamirim,1,7,10tr084,F. graminearum,15-ADON,5,19,1,1,0,2,10.526
BRS Guamirim,1,11,10tr084,F. graminearum,15-ADON,1,17,1,1,1,3,17.647
BRS Guamirim,1,11,10tr084,F. graminearum,15-ADON,2,20,0,1,0,1,5
BRS Guamirim,1,11,10tr084,F. graminearum,15-ADON,3,18,2,1,1,4,22.222
BRS Guamirim,1,11,10tr084,F. graminearum,15-ADON,4,19,0,1,1,2,10.526
BRS Guamirim,1,11,10tr084,F. graminearum,15-ADON,5,19,1,1,0,2,10.526
BRS Guamirim,1,17,10tr084,F. graminearum,15-ADON,1,17,2,1,1,4,23.529
BRS Guamirim,1,17,10tr084,F. graminearum,15-ADON,2,20,1,1,1,3,15
BRS Guamirim,1,17,10tr084,F. graminearum,15-ADON,3,18,2,1,1,4,22.222
BRS Guamirim,1,17,10tr084,F. graminearum,15-ADON,4,19,0,1,1,2,10.526
BRS Guamirim,1,17,10tr084,F. graminearum,15-ADON,5,19,1,1,0,2,10.526
BRS Guamirim,1,24,10tr084,F. graminearum,15-ADON,1,17,3,1,2,6,35.294
BRS Guamirim,1,24,10tr084,F. graminearum,15-ADON,2,20,3,1,3,7,35
BRS Guamirim,1,24,10tr084,F. graminearum,15-ADON,3,18,2,1,1,4,22.222
BRS Guamirim,1,24,10tr084,F. graminearum,15-ADON,4,19,2,1,2,5,26.316
BRS Guamirim,1,24,10tr084,F. graminearum,15-ADON,5,19,2,1,2,5,26.316
BRS Guamirim,2,4,10tr084,F. graminearum,15-ADON,1,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr084,F. graminearum,15-ADON,2,15,0,1,0,1,6.67
BRS Guamirim,2,4,10tr084,F. graminearum,15-ADON,3,16,0,1,0,1,6.25
BRS Guamirim,2,4,10tr084,F. graminearum,15-ADON,4,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr084,F. graminearum,15-ADON,5,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr084,F. graminearum,15-ADON,1,17,2,1,1,4,23.53
BRS Guamirim,2,7,10tr084,F. graminearum,15-ADON,2,15,1,1,0,2,13.33
BRS Guamirim,2,7,10tr084,F. graminearum,15-ADON,3,16,0,1,1,2,12.5
BRS Guamirim,2,7,10tr084,F. graminearum,15-ADON,4,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr084,F. graminearum,15-ADON,5,17,2,1,0,3,17.65
BRS Guamirim,2,11,10tr084,F. graminearum,15-ADON,1,17,2,1,1,4,23.53
BRS Guamirim,2,11,10tr084,F. graminearum,15-ADON,2,15,1,1,0,2,13.33
BRS Guamirim,2,11,10tr084,F. graminearum,15-ADON,3,16,0,1,1,2,12.5
BRS Guamirim,2,11,10tr084,F. graminearum,15-ADON,4,17,0,1,0,1,5.88
BRS Guamirim,2,11,10tr084,F. graminearum,15-ADON,5,17,2,1,1,4,23.53
BRS Guamirim,2,17,10tr084,F. graminearum,15-ADON,1,17,2,1,2,5,29.41
BRS Guamirim,2,17,10tr084,F. graminearum,15-ADON,2,15,1,1,0,2,13.33
BRS Guamirim,2,17,10tr084,F. graminearum,15-ADON,3,16,0,1,3,4,25
BRS Guamirim,2,17,10tr084,F. graminearum,15-ADON,4,17,0,1,1,2,11.76
BRS Guamirim,2,17,10tr084,F. graminearum,15-ADON,5,17,2,1,1,4,23.53
BRS Guamirim,2,24,10tr084,F. graminearum,15-ADON,1,17,1,1,3,5,29.41
BRS Guamirim,2,24,10tr084,F. graminearum,15-ADON,2,15,4,1,2,7,46.67
BRS Guamirim,2,24,10tr084,F. graminearum,15-ADON,3,16,0,1,5,6,37.5
BRS Guamirim,2,24,10tr084,F. graminearum,15-ADON,4,17,0,1,3,4,23.53
BRS Guamirim,2,24,10tr084,F. graminearum,15-ADON,5,17,2,1,4,7,41.18
BRS 194,1,4,11tr032,F. graminearum,15-ADON,1,16,0,1,0,1,6.25
BRS 194,1,4,11tr032,F. graminearum,15-ADON,2,19,0,1,0,1,5.26
BRS 194,1,4,11tr032,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS 194,1,4,11tr032,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,1,4,11tr032,F. graminearum,15-ADON,5,15,0,1,0,1,6.67
BRS 194,1,7,11tr032,F. graminearum,15-ADON,1,16,0,1,0,1,6.25
BRS 194,1,7,11tr032,F. graminearum,15-ADON,2,19,0,1,0,1,5.26
BRS 194,1,7,11tr032,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS 194,1,7,11tr032,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,1,7,11tr032,F. graminearum,15-ADON,5,15,0,1,0,1,6.67
BRS 194,1,11,11tr032,F. graminearum,15-ADON,1,16,0,1,0,1,6.25
BRS 194,1,11,11tr032,F. graminearum,15-ADON,2,19,0,1,1,2,10.53
BRS 194,1,11,11tr032,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS 194,1,11,11tr032,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,1,11,11tr032,F. graminearum,15-ADON,5,15,0,1,0,1,6.67
BRS 194,1,15,11tr032,F. graminearum,15-ADON,1,16,0,1,0,1,6.25
BRS 194,1,15,11tr032,F. graminearum,15-ADON,2,19,0,1,1,2,10.53
BRS 194,1,15,11tr032,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS 194,1,15,11tr032,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,1,15,11tr032,F. graminearum,15-ADON,5,15,1,1,0,2,13.33
BRS 194,1,19,11tr032,F. graminearum,15-ADON,1,16,0,1,0,1,6.25
BRS 194,1,19,11tr032,F. graminearum,15-ADON,2,19,1,1,1,3,15.79
BRS 194,1,19,11tr032,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS 194,1,19,11tr032,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,1,19,11tr032,F. graminearum,15-ADON,5,15,1,1,0,2,13.33
BRS 194,2,4,11tr032,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS 194,2,4,11tr032,F. graminearum,15-ADON,2,17,1,1,0,2,11.76
BRS 194,2,4,11tr032,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS 194,2,4,11tr032,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,2,4,11tr032,F. graminearum,15-ADON,5,16,1,1,1,3,18.75
BRS 194,2,7,11tr032,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS 194,2,7,11tr032,F. graminearum,15-ADON,2,17,1,1,1,3,17.65
BRS 194,2,7,11tr032,F. graminearum,15-ADON,3,18,1,1,0,2,11.11
BRS 194,2,7,11tr032,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,2,7,11tr032,F. graminearum,15-ADON,5,16,1,1,1,3,18.75
BRS 194,2,11,11tr032,F. graminearum,15-ADON,1,18,1,1,1,3,16.67
BRS 194,2,11,11tr032,F. graminearum,15-ADON,2,17,1,1,1,3,17.65
BRS 194,2,11,11tr032,F. graminearum,15-ADON,3,18,1,1,0,2,11.11
BRS 194,2,11,11tr032,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,2,11,11tr032,F. graminearum,15-ADON,5,16,1,1,1,3,18.75
BRS 194,2,20,11tr032,F. graminearum,15-ADON,1,18,1,1,1,3,16.67
BRS 194,2,20,11tr032,F. graminearum,15-ADON,2,17,4,1,1,6,35.29
BRS 194,2,20,11tr032,F. graminearum,15-ADON,3,18,1,1,0,2,11.11
BRS 194,2,20,11tr032,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,2,20,11tr032,F. graminearum,15-ADON,5,16,2,1,1,4,25
BRS 194,1,4,702-39,F. graminearum,15-ADON,1,20,0,1,0,1,5
BRS 194,1,4,702-39,F. graminearum,15-ADON,3,20,0,1,0,1,5
BRS 194,1,4,702-39,F. graminearum,15-ADON,4,20,0,1,0,1,5
BRS 194,1,7,702-39,F. graminearum,15-ADON,1,20,0,1,0,1,5
BRS 194,1,7,702-39,F. graminearum,15-ADON,2,20,0,1,0,1,5
BRS 194,1,7,702-39,F. graminearum,15-ADON,3,20,0,1,0,1,5
BRS 194,1,7,702-39,F. graminearum,15-ADON,4,20,0,1,0,1,5
BRS 194,1,11,702-39,F. graminearum,15-ADON,1,20,0,1,1,2,10
BRS 194,1,11,702-39,F. graminearum,15-ADON,2,20,0,1,0,1,5
BRS 194,1,11,702-39,F. graminearum,15-ADON,3,20,1,1,2,4,20
BRS 194,1,11,702-39,F. graminearum,15-ADON,4,20,1,1,1,3,15
BRS 194,1,15,702-39,F. graminearum,15-ADON,1,20,1,1,2,4,20
BRS 194,1,15,702-39,F. graminearum,15-ADON,2,20,1,1,1,3,15
BRS 194,1,15,702-39,F. graminearum,15-ADON,3,20,2,1,2,5,25
BRS 194,1,15,702-39,F. graminearum,15-ADON,4,20,2,1,2,5,25
BRS 194,1,19,702-39,F. graminearum,15-ADON,1,20,2,1,2,5,25
BRS 194,1,19,702-39,F. graminearum,15-ADON,2,20,1,1,1,3,15
BRS 194,1,19,702-39,F. graminearum,15-ADON,3,20,2,1,2,5,25
BRS 194,1,19,702-39,F. graminearum,15-ADON,4,20,2,1,2,5,25
BRS 194,2,4,702-39,F. graminearum,15-ADON,1,10,1,1,0,2,20
BRS 194,2,4,702-39,F. graminearum,15-ADON,2,18,0,1,0,1,5.56
BRS 194,2,4,702-39,F. graminearum,15-ADON,3,19,0,1,0,1,5.26
BRS 194,2,4,702-39,F. graminearum,15-ADON,4,20,0,1,0,1,5
BRS 194,2,4,702-39,F. graminearum,15-ADON,5,22,0,1,0,1,4.55
BRS 194,2,7,702-39,F. graminearum,15-ADON,1,10,1,1,0,2,20
BRS 194,2,7,702-39,F. graminearum,15-ADON,2,18,1,1,0,2,11.11
BRS 194,2,7,702-39,F. graminearum,15-ADON,3,19,2,1,1,4,21.05
BRS 194,2,7,702-39,F. graminearum,15-ADON,4,20,0,1,0,1,5
BRS 194,2,7,702-39,F. graminearum,15-ADON,5,22,0,1,1,2,9.09
BRS 194,2,7,702-39,F. graminearum,15-ADON,6,16,0,1,0,1,6.25
BRS 194,2,11,702-39,F. graminearum,15-ADON,1,10,1,1,0,2,20
BRS 194,2,11,702-39,F. graminearum,15-ADON,2,18,1,1,0,2,11.11
BRS 194,2,11,702-39,F. graminearum,15-ADON,3,19,2,1,1,4,21.05
BRS 194,2,11,702-39,F. graminearum,15-ADON,4,20,1,1,0,2,10
BRS 194,2,11,702-39,F. graminearum,15-ADON,5,22,0,1,1,2,9.09
