cultivar,exp,dai,isolate,species,genotype,spike,spikelets,above,central,below,total,sev
BRS 194,1,7,730-13,F. meridionale,NIV,6,16,0,1,0,1,6.25
BRS 194,1,7,730-13,F. meridionale,NIV,7,18,0,1,0,1,5.56
BRS 194,1,7,730-13,F. meridionale,NIV,8,12,0,1,0,1,8.33
BRS 194,1,11,730-13,F. meridionale,NIV,1,17,0,1,0,1,5.88
BRS 194,1,11,730-13,F. meridionale,NIV,2,17,0,1,1,2,11.76
BRS 194,1,11,730-13,F. meridionale,NIV,3,18,0,1,0,1,5.56
BRS 194,1,11,730-13,F. meridionale,NIV,4,17,2,1,0,3,17.65
BRS 194,1,11,730-13,F. meridionale,NIV,5,20,1,1,1,3,15
BRS 194,1,11,730-13,F. meridionale,NIV,6,16,2,1,1,4,25
BRS 194,1,11,730-13,F. meridionale,NIV,7,18,0,1,1,2,11.11
BRS 194,1,11,730-13,F. meridionale,NIV,8,12,1,1,0,2,16.67
BRS 194,1,15,730-13,F. meridionale,NIV,1,17,0,1,0,1,5.88
BRS 194,1,15,730-13,F. meridionale,NIV,2,17,0,1,1,2,11.76
BRS 194,1,15,730-13,F. meridionale,NIV,3,18,1,1,0,2,11.11
BRS 194,1,15,730-13,F. meridionale,NIV,4,17,1,1,1,3,17.65
BRS 194,1,15,730-13,F. meridionale,NIV,5,20,1,1,1,3,15
BRS 194,1,15,730-13,F. meridionale,NIV,6,16,2,1,1,4,25
BRS 194,1,15,730-13,F. meridionale,NIV,7,18,0,1,1,2,11.11
BRS 194,1,15,730-13,F. meridionale,NIV,8,12,2,1,0,3,25
BRS 194,1,19,730-13,F. meridionale,NIV,1,17,0,1,0,1,5.88
BRS 194,1,19,730-13,F. meridionale,NIV,2,17,0,1,2,3,17.65
BRS 194,1,19,730-13,F. meridionale,NIV,3,18,1,1,1,3,16.67
BRS 194,1,19,730-13,F. meridionale,NIV,4,17,2,1,1,4,23.53
BRS 194,1,19,730-13,F. meridionale,NIV,5,20,2,1,1,4,20
BRS 194,1,19,730-13,F. meridionale,NIV,6,16,3,1,2,6,37.5
BRS 194,1,19,730-13,F. meridionale,NIV,7,18,2,1,2,5,27.78
BRS 194,1,19,730-13,F. meridionale,NIV,8,12,2,1,0,3,25
BRS 194,2,4,730-13,F. meridionale,NIV,1,21,0,1,0,1,4.76
BRS 194,2,4,730-13,F. meridionale,NIV,2,18,0,1,0,1,5.56
BRS 194,2,4,730-13,F. meridionale,NIV,3,19,0,1,1,2,10.53
BRS 194,2,4,730-13,F. meridionale,NIV,4,19,1,1,1,3,15.79
BRS 194,2,4,730-13,F. meridionale,NIV,5,17,0,1,0,1,5.88
BRS 194,2,4,730-13,F. meridionale,NIV,6,18,0,1,0,1,5.56
BRS 194,2,7,730-13,F. meridionale,NIV,1,21,0,1,1,2,9.52
BRS 194,2,7,730-13,F. meridionale,NIV,2,18,1,1,0,2,11.11
BRS 194,2,7,730-13,F. meridionale,NIV,3,19,1,1,1,3,15.79
BRS 194,2,7,730-13,F. meridionale,NIV,4,19,2,1,1,4,21.05
BRS 194,2,7,730-13,F. meridionale,NIV,5,17,1,1,0,2,11.76
BRS 194,2,7,730-13,F. meridionale,NIV,6,18,0,1,0,1,5.56
BRS 194,2,11,730-13,F. meridionale,NIV,1,21,1,1,2,4,19.05
BRS 194,2,11,730-13,F. meridionale,NIV,2,18,1,1,0,2,11.11
BRS 194,2,11,730-13,F. meridionale,NIV,3,19,2,1,1,4,21.05
BRS 194,2,11,730-13,F. meridionale,NIV,4,19,2,1,1,4,21.05
BRS 194,2,11,730-13,F. meridionale,NIV,5,17,1,1,0,2,11.76
BRS 194,2,11,730-13,F. meridionale,NIV,6,18,0,1,0,1,5.56
BRS 194,2,20,730-13,F. meridionale,NIV,1,21,1,1,2,4,19.05
BRS 194,2,20,730-13,F. meridionale,NIV,2,18,1,1,0,2,11.11
BRS 194,2,20,730-13,F. meridionale,NIV,3,19,2,1,1,4,21.05
BRS 194,2,20,730-13,F. meridionale,NIV,4,19,2,1,1,4,21.05
BRS 194,2,20,730-13,F. meridionale,NIV,5,17,1,1,0,2,11.76
BRS 194,2,20,730-13,F. meridionale,NIV,6,18,0,1,0,1,5.56
BRS Guamirim,1,4,730-13,F. meridionale,NIV,1,19,0,1,0,1,5.263
BRS Guamirim,1,4,730-13,F. meridionale,NIV,2,18,0,1,0,1,5.556
BRS Guamirim,1,4,730-13,F. meridionale,NIV,3,17,0,1,0,1,5.882
BRS Guamirim,1,4,730-13,F. meridionale,NIV,4,17,0,1,0,1,5.882
BRS Guamirim,1,4,730-13,F. meridionale,NIV,5,17,0,1,0,1,5.882
BRS Guamirim,1,4,730-13,F. meridionale,NIV,6,15,0,1,0,1,6.667
BRS Guamirim,1,4,730-13,F. meridionale,NIV,7,16,0,1,0,1,6.25
BRS Guamirim,1,7,730-13,F. meridionale,NIV,1,19,0,1,0,1,5.263
BRS Guamirim,1,7,730-13,F. meridionale,NIV,2,18,0,1,0,1,5.556
BRS Guamirim,1,7,730-13,F. meridionale,NIV,3,17,0,1,0,1,5.882
BRS Guamirim,1,7,730-13,F. meridionale,NIV,4,17,0,1,0,1,5.882
BRS Guamirim,1,7,730-13,F. meridionale,NIV,5,17,0,1,0,1,5.882
BRS Guamirim,1,7,730-13,F. meridionale,NIV,6,15,0,1,0,1,6.667
BRS Guamirim,1,7,730-13,F. meridionale,NIV,7,16,0,1,0,1,6.25
BRS Guamirim,1,11,730-13,F. meridionale,NIV,1,19,0,1,0,1,5.263
BRS Guamirim,1,11,730-13,F. meridionale,NIV,2,18,0,1,0,1,5.556
BRS Guamirim,1,11,730-13,F. meridionale,NIV,3,17,0,1,0,1,5.882
BRS Guamirim,1,11,730-13,F. meridionale,NIV,4,17,1,1,0,2,11.765
BRS Guamirim,1,11,730-13,F. meridionale,NIV,5,17,0,1,0,1,5.882
BRS Guamirim,1,11,730-13,F. meridionale,NIV,6,15,0,1,0,1,6.667
BRS Guamirim,1,11,730-13,F. meridionale,NIV,7,16,0,1,0,1,6.25
BRS Guamirim,1,17,730-13,F. meridionale,NIV,1,19,1,1,0,2,10.526
BRS Guamirim,1,17,730-13,F. meridionale,NIV,2,18,0,1,0,1,5.556
BRS Guamirim,1,17,730-13,F. meridionale,NIV,3,17,2,1,4,7,41.176
BRS Guamirim,1,17,730-13,F. meridionale,NIV,4,17,2,1,1,4,23.529
BRS Guamirim,1,17,730-13,F. meridionale,NIV,5,17,1,1,0,2,11.765
BRS Guamirim,1,17,730-13,F. meridionale,NIV,6,15,1,1,2,4,26.667
BRS Guamirim,1,17,730-13,F. meridionale,NIV,7,16,2,1,2,5,31.25
BRS Guamirim,1,24,730-13,F. meridionale,NIV,1,19,4,1,2,7,36.842
BRS Guamirim,1,24,730-13,F. meridionale,NIV,2,18,2,1,2,5,27.778
BRS Guamirim,1,24,730-13,F. meridionale,NIV,3,17,1,1,3,5,29.412
BRS Guamirim,1,24,730-13,F. meridionale,NIV,4,17,4,1,3,8,47.059
BRS Guamirim,1,24,730-13,F. meridionale,NIV,5,17,3,1,2,6,35.294
BRS Guamirim,1,24,730-13,F. meridionale,NIV,6,15,2,1,4,7,46.667
BRS Guamirim,1,24,730-13,F. meridionale,NIV,7,16,3,1,4,8,50
BRS Guamirim,2,4,730-13,F. meridionale,NIV,1,15,0,1,0,1,6.67
BRS Guamirim,2,4,730-13,F. meridionale,NIV,2,16,0,1,0,1,6.25
BRS Guamirim,2,4,730-13,F. meridionale,NIV,3,14,0,1,0,1,7.14
BRS Guamirim,2,4,730-13,F. meridionale,NIV,4,19,0,1,0,1,5.26
BRS Guamirim,2,4,730-13,F. meridionale,NIV,5,18,0,1,0,1,5.56
BRS Guamirim,2,4,730-13,F. meridionale,NIV,6,18,0,1,0,1,5.56
BRS Guamirim,2,4,730-13,F. meridionale,NIV,7,18,0,1,0,1,5.56
BRS Guamirim,2,7,730-13,F. meridionale,NIV,1,15,0,1,0,1,6.67
BRS Guamirim,2,7,730-13,F. meridionale,NIV,2,16,0,1,0,1,6.25
BRS Guamirim,2,7,730-13,F. meridionale,NIV,3,14,0,1,0,1,7.14
BRS Guamirim,2,7,730-13,F. meridionale,NIV,4,19,0,1,0,1,5.26
BRS Guamirim,2,7,730-13,F. meridionale,NIV,5,18,0,1,0,1,5.56
BRS Guamirim,2,7,730-13,F. meridionale,NIV,6,18,0,1,0,1,5.56
BRS Guamirim,2,7,730-13,F. meridionale,NIV,7,18,0,1,0,1,5.56
BRS Guamirim,2,11,730-13,F. meridionale,NIV,1,15,0,1,0,1,6.67
BRS Guamirim,2,11,730-13,F. meridionale,NIV,2,16,0,1,0,1,6.25
BRS Guamirim,2,11,730-13,F. meridionale,NIV,3,14,0,1,1,2,14.29
BRS Guamirim,2,11,730-13,F. meridionale,NIV,4,19,0,1,0,1,5.26
BRS Guamirim,2,11,730-13,F. meridionale,NIV,5,18,0,1,0,1,5.56
BRS Guamirim,2,11,730-13,F. meridionale,NIV,6,18,0,1,0,1,5.56
BRS Guamirim,2,11,730-13,F. meridionale,NIV,7,18,0,1,0,1,5.56
BRS Guamirim,2,17,730-13,F. meridionale,NIV,1,15,1,1,0,2,13.33
BRS Guamirim,2,17,730-13,F. meridionale,NIV,2,16,1,1,2,4,25
BRS Guamirim,2,17,730-13,F. meridionale,NIV,3,14,0,1,2,3,21.43
BRS Guamirim,2,17,730-13,F. meridionale,NIV,4,19,1,1,1,3,15.79
BRS Guamirim,2,17,730-13,F. meridionale,NIV,5,18,1,1,2,4,22.22
BRS Guamirim,2,17,730-13,F. meridionale,NIV,6,18,2,1,1,4,22.22
BRS Guamirim,2,17,730-13,F. meridionale,NIV,7,18,1,1,2,4,22.22
BRS Guamirim,2,24,730-13,F. meridionale,NIV,1,15,3,1,3,7,46.67
BRS Guamirim,2,24,730-13,F. meridionale,NIV,2,16,1,1,3,5,31.25
BRS Guamirim,2,24,730-13,F. meridionale,NIV,3,14,2,1,4,7,50
BRS Guamirim,2,24,730-13,F. meridionale,NIV,4,19,3,1,3,7,36.84
BRS Guamirim,2,24,730-13,F. meridionale,NIV,5,18,2,1,3,6,33.33
BRS Guamirim,2,24,730-13,F. meridionale,NIV,6,18,3,1,3,7,38.89
BRS Guamirim,2,24,730-13,F. meridionale,NIV,7,18,2,1,3,6,33.33
BRS Guamirim,2,24,test,t,t,4,24,0,0,3,3,12.5
